"ActiveCells","POR","PERMI","PERMJ","PERMK","Pressure[0]","Pressure[366]","Pressure[731]","Pressure[1096]","Pressure[1461]","Pressure[1827]","Pressure[2192]","Pressure[2557]","Pressure[2699.793]","CO2Gas[0]","CO2Gas[366]","CO2Gas[731]","CO2Gas[1096]","CO2Gas[1461]","CO2Gas[1827]","CO2Gas[2192]","CO2Gas[2557]","CO2Gas[2699.793]","CO2Oil[0]","CO2Oil[366]","CO2Oil[731]","CO2Oil[1096]","CO2Oil[1461]","CO2Oil[1827]","CO2Oil[2192]","CO2Oil[2557]","CO2Oil[2699.793]","CO2Water[0]","CO2Water[366]","CO2Water[731]","CO2Water[1096]","CO2Water[1461]","CO2Water[1827]","CO2Water[2192]","CO2Water[2557]","CO2Water[2699.793]","Cell Type"
1,0.0898,0.0276,0.0276,0.00276,16450,15367.5,14123.7,13360.4,12936.6,12705.6,12557.8,12460.1,12430.4,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0921,0.105,0.105,0.0105,16450,15003.9,13715,13003.9,12649.1,12461.7,12339.2,12255.9,12230,0,0,0,0,0,0,0,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0707,0.0962,0.0962,0.00962,16450,14656.3,13370.8,12710.1,12410.8,12257.5,12152.9,12073.1,12045.5,0,0,0,0,0,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0923,0.5033,0.5033,0.05033,16450,14415.8,13145.4,12518.1,12255.2,12117.6,12017.1,11935.8,11907.3,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1064,0.1431,0.1431,0.01431,16450,14303.5,13029.2,12406.7,12157.8,12023.2,11922.8,11841,11812.7,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0722,0.0806,0.0806,0.00806,16450,14130.7,12874.3,12283.4,12058.9,11926.8,11831.8,11752.7,11725,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0983,0.2197,0.2197,0.02197,16450,13905.4,12729.3,12208.3,12003.2,11878.6,11782,11702.7,11674.2,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1327,1.075,1.075,0.1075,16450,13854.6,12710.2,12202.2,11999.9,11879.7,11784.7,11706.7,11678.3,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1443,1.6279,1.6279,0.16279,16450,13854.5,12727.8,12222.7,12022.9,11903.6,11809,11731.3,11702.8,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1065,2.8078,2.8078,0.28078,16450,13949.7,12831.9,12325.4,12126.2,12008,11914.1,11836.8,11808.2,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0862,2.1839,2.1839,0.21839,16450,14131.2,13011.8,12503.7,12303.6,12185.7,12091.9,12014.6,11985.9,0,0,0,0,0,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0673,4.0229,4.0229,0.40229,16450,16450,16450,16450,16450,16450,16450,16450,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0411,7.7346,7.7346,0.77346,16450,16538.3,16532.2,16528.8,16527.8,16526.3,16526.1,16525.3,16525.3,0,0,0,0,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.072,6.2202,6.2202,0.62202,16450,16541.6,16521.9,16507.9,16502.7,16495.5,16494.2,16490.8,16490.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0994,5.3661,5.3661,0.53661,16450,16466.7,16441,16422,16415,16405,16402.7,16396.2,16395.2,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,12
1,0.0864,4.5073,4.5073,0.45073,16450,16334.5,16307.2,16286.2,16279.2,16268.1,16266,16258.8,16257.9,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,12
1,0.0852,1.3317,1.3317,0.13317,16450,16102.8,16062.6,16036.4,16030.4,16018.6,16018.3,16011.3,16010.9,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0875,0.9222,0.9222,0.09222,16450,15836.4,15747,15696.1,15683.4,15665.4,15666.1,15658.1,15657.9,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0916,0.2048,0.2048,0.02048,16450,15658,15504.8,15422.7,15401.2,15376.1,15376.9,15368.1,15367.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0882,0.3375,0.3375,0.03375,16450,15590.3,15389.3,15280.8,15248.2,15214.7,15213,15201.9,15200.9,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0341,0.0218,0.0218,0.00218,16450,15479.2,15111.4,14917.3,14840.4,14781.5,14765.5,14748.7,14744.3,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.047,0.0124,0.0124,0.00124,16450,15349.7,14779.1,14467.6,14321.4,14220.7,14176.6,14146.7,14135.3,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0683,0.0276,0.0276,0.00276,16450,15201.9,14554.8,14189.7,14019.3,13895,13842.8,13803,13789.5,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0937,0.0074,0.0074,0.00074,16450,15235.5,14557.5,14165.8,13970.5,13833.8,13769.5,13725.6,13709.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0796,0.0223,0.0223,0.00223,16450,15226.6,14496.1,14045.7,13803.3,13635.4,13550.3,13494.1,13474.7,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.06,0.02,0.02,0.002,16450,15196.2,14468.6,13987.1,13721.4,13530.8,13436.8,13369.9,13349.3,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0721,0.0248,0.0248,0.00248,16450,15215.8,14469,13949.3,13649.5,13437.3,13328.9,13253.5,13230.7,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0793,0.0442,0.0442,0.00442,16450,15283.5,14512.4,13936.4,13582,13339,13206.6,13118.9,13092.1,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0688,0.0234,0.0234,0.00234,16450,15395.9,14593.2,13959,13546.2,13274,13115.3,13016.3,12985.4,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0801,0.0195,0.0195,0.00195,16450,15437.1,14584.3,13914.2,13480.1,13201.8,13037.5,12935.4,12903.6,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0863,0.0915,0.0915,0.00915,16450,15559,14635.9,13910.5,13434.5,13141.8,12961.7,12852.6,12818.5,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0901,0.315,0.315,0.0315,16450,15619.8,14650.7,13904.3,13418.9,13126,12943.9,12833.7,12799.2,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1276,0.0469,0.0469,0.00469,16450,15612.3,14543.5,13779.8,13304.7,13027.5,12853.6,12746.4,12712.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1235,0.0784,0.0784,0.00784,16450,15506.1,14318.8,13559.4,13122.4,12877.7,12722.2,12621.3,12589.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0895,0.1788,0.1788,0.01788,16450,15316.2,14057.1,13322.7,12933.2,12721.6,12584.5,12490.4,12460.6,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1165,0.2235,0.2235,0.02235,16450,14976.2,13697.1,13011.2,12679.2,12502.1,12384.5,12299.2,12271.3,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.089,0.3681,0.3681,0.03681,16450,14599.4,13331.2,12699.1,12423.5,12277,12175.7,12095.4,12067.2,0,0,0,0,0,0,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1035,4.1205,4.1205,0.41205,16450,14412,13158.8,12550.7,12298.6,12163.8,12064.7,11984,11955.5,0,0,0,0,0,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0637,0.6282,0.6282,0.06282,16450,14194.8,12966.3,12383.8,12151,12021.1,11922.6,11841.7,11813.2,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0865,0.4221,0.4221,0.04221,16450,13945,12762.6,12226.7,12018.8,11893.2,11796.1,11715.5,11687,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1135,0.6478,0.6478,0.06478,16450,13842.8,12693.2,12182.3,11983.1,11861.3,11765.2,11685.4,11656.8,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1123,0.9654,0.9654,0.09654,16450,13773.7,12645.4,12145.7,11947.6,11828,11732.8,11653.9,11625.3,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1086,2.2682,2.2682,0.22682,16450,13687.6,12588.2,12096.6,11902.5,11784.7,11690.1,11611.7,11583,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1279,1.8925,1.8925,0.18925,16450,13725.2,12655.6,12171.1,11981,11864.4,11770.1,11691.7,11662.6,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1454,1.5923,1.5923,0.15923,16450,13978.3,12886.2,12391.5,12198.9,12081.7,11987.4,11909.2,11880.3,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0854,5.2541,5.2541,0.52541,16450,16450,16450,16450,16450,16450,16450,16450,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.02,6.0068,6.0068,0.60068,16450,16474,16471.7,16469.9,16469.5,16468.6,16468.6,16468.1,16468.1,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0839,3.4886,3.4886,0.34886,16450,16544.7,16529.1,16518.6,16515.3,16510.1,16509.5,16506.8,16506.8,0,0,0,0,0,0,0,0,0,0.003,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0981,2.4437,2.4437,0.24437,16450,16448.4,16421,16401.4,16395.5,16385.3,16383.8,16377.2,16376.5,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,12
1,0.0912,1.4808,1.4808,0.14808,16450,16365.2,16336.5,16314.8,16308.6,16297.3,16295.9,16288.8,16288.1,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0,0,0,0,0,0,0,0,0,12
1,0.0904,1.4903,1.4903,0.14903,16450,16151.1,16118.1,16093.6,16088.3,16076.2,16075.9,16068.4,16068,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0867,0.4165,0.4165,0.04165,16450,15831,15749.1,15701.5,15693.6,15676.4,15679.5,15671.3,15671.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0531,0.0679,0.0679,0.00679,16450,15569.4,15418.9,15335.7,15323.8,15297,15304.4,15293.7,15295.1,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0461,0.0299,0.0299,0.00299,16450,15407.7,15181.7,15056.3,15029.1,14987.7,14992.9,14977.6,14978.3,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0697,0.0337,0.0337,0.00337,16450,15153.6,14768.5,14560.8,14504.7,14436.9,14436.6,14413.1,14411.2,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0583,0.0143,0.0143,0.00143,16450,14984.3,14452.6,14163.3,14066.8,13970.4,13955.4,13922.5,13916.1,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0853,0.0359,0.0359,0.00359,16450,14889.6,14295.1,13960.4,13841.3,13725.6,13702.5,13662.1,13654,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0644,0.0711,0.0711,0.00711,16450,14783.3,14171.9,13822.5,13705.6,13582.4,13563.3,13518.9,13511.7,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0468,0.0319,0.0319,0.00319,16450,14700,14069.4,13696.2,13570.6,13434.4,13413.9,13363.6,13356.5,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0853,0.0395,0.0395,0.00395,16450,14673.4,14035.7,13643.9,13508.3,13360.5,13337,13281.2,13273.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0468,0.0608,0.0608,0.00608,16450,14688.2,14036.3,13625.8,13476.3,13319.2,13291,13231.6,13223.4,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0782,0.0279,0.0279,0.00279,16450,14770.9,14087.9,13632.2,13437.1,13256.8,13207.7,13140.3,13127.9,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1195,0.0184,0.0184,0.00184,16450,14926.3,14195.3,13676.9,13415.5,13206.1,13124.5,13046.6,13028.6,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0637,0.0285,0.0285,0.00285,16450,15111.9,14313.8,13743.9,13433.9,13209.4,13106.5,13023.2,13001.2,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0656,0.0487,0.0487,0.00487,16450,15406.8,14510.9,13857.4,13464.1,13210,13068.8,12974.6,12946,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0782,0.0527,0.0527,0.00527,16450,15533.2,14551.7,13857.3,13436.4,13178.1,13025.7,12928.1,12897.4,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0662,0.0409,0.0409,0.00409,16450,15559.6,14470.9,13759.6,13347.2,13105,12958.1,12863,12832.4,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1053,0.1012,0.1012,0.01012,16450,15585.4,14405.7,13676.7,13268.7,13038.1,12893.8,12798.6,12768,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0904,0.0161,0.0161,0.00161,16450,15387.6,14124.8,13412.1,13043.7,12842.6,12712.5,12621.6,12592,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0934,0.1437,0.1437,0.01437,16450,14980.7,13701.5,13042.7,12737.9,12574.1,12462.9,12379.3,12350.9,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.051,0.7972,0.7972,0.07972,16450,14697.3,13437.7,12818.6,12551.9,12407.9,12306.4,12226.6,12198.2,0,0,0,0,0,0,0,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0929,0.2617,0.2617,0.02617,16450,14479.7,13245.6,12656.1,12414.2,12281.1,12184.5,12105.4,12077.1,0,0,0,0,0,0,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1053,1.0426,1.0426,0.10426,16450,14163.2,12970.9,12419,12203.5,12078.7,11982.7,11902.6,11874.2,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1352,1.2989,1.2989,0.12989,16450,13959.5,12801.7,12277.9,12077.7,11956.6,11861,11781.2,11752.7,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1168,2.9139,2.9139,0.29139,16450,13947.9,12809.1,12298.2,12102,11983,11888.2,11808.9,11780.4,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1498,2.9568,2.9568,0.29568,16450,13913.6,12787.9,12283.3,12088.8,11970.9,11876.6,11797.5,11768.9,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1511,2.088,2.088,0.2088,16450,13816.5,12708.5,12211.6,12018.5,11901.1,11807,11728.1,11699.4,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1454,9.0404,9.0404,0.90404,16450,13824.5,12736.9,12245.9,12055.2,11938.7,11844.8,11766,11737.1,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.1502,3.242,3.242,0.3242,16450,13960.2,12881,12391.9,12202.1,12085.4,11991.1,11912.2,11883.1,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0452,1.7798,1.7798,0.17798,16450,16450,16450,16450,16450,16450,16450,16450,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0359,1.5663,1.5663,0.15663,16450,16442.6,16439.4,16437.4,16437,16436.3,16436.4,16436,16436.1,0,0,0,0,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0826,1.7158,1.7158,0.17158,16450,16527.5,16515.6,16506.7,16504.6,16500.1,16500,16497.4,16497.5,0,0,0,0,0,0,0,0,0,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0581,2.0499,2.0499,0.20499,16450,16402.1,16377.9,16357.9,16354.5,16343.9,16344,16337.3,16337.2,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,12
1,0.0639,0.5484,0.5484,0.05484,16450,16376.7,16350.5,16328.6,16324.9,16313.3,16313.5,16306.1,16306,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0712,1.9446,1.9446,0.19446,16450,16264.2,16238.3,16215.8,16213,16200.8,16201.6,16193.7,16193.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0,0,0,0,0,0,0,0,0,12
1,0.042,0.1403,0.1403,0.01403,16450,15861.7,15799.5,15753.3,15761.8,15740.9,15754.4,15742.2,15745.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.02,0.0356,0.0356,0.00356,16450,15508.6,15387.7,15302.9,15312.8,15277.4,15299.6,15280.8,15287,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.054,0.02,0.02,0.002,16450,15117.9,14904.1,14760,14767.4,14709.1,14741.3,14712.4,14721.5,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0601,0.023,0.023,0.0023,16450,14781.5,14424.6,14201.6,14183.7,14097,14125.5,14086.3,14093.1,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0795,0.0499,0.0499,0.00499,16450,14643.3,14183.9,13908.3,13862.5,13758.9,13776.1,13732.6,13735.1,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0767,0.0792,0.0792,0.00792,16450,14618.1,14103.1,13796.8,13732.3,13618.7,13627.7,13581.7,13581.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0782,0.1259,0.1259,0.01259,16450,14542.6,14004.2,13680.8,13614.5,13494.1,13504.8,13456.1,13456.7,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0801,0.1455,0.1455,0.01455,16450,14414.1,13882.3,13549.3,13492.3,13364.6,13383.8,13329.9,13334,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0748,0.0845,0.0845,0.00845,16450,14386.6,13853.3,13512.3,13456.1,13323.3,13344.8,13287.8,13292.8,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0963,0.2735,0.2735,0.02735,16450,14427.5,13877.3,13525.6,13461.3,13325.7,13344.2,13286.9,13290.6,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0503,0.1451,0.1451,0.01451,16450,14446.4,13883.1,13518.8,13445.8,13305.7,13320,13261.5,13264,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.0637,0.0443,0.0443,0.00443,16450,14498.3,13910,13515,13416.8,13263.2,13266.2,13202.7,13203.2,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
1,0.037,0.0159,0.0159,0.00159,16450,14872,14177.3,13715.4,13539.8,13365.5,13330.3,13262.3,13253.5,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,12
