"ActiveCells","POR","PERMI","PERMJ","PERMK","Pressure[0]","Pressure[366]","Pressure[731]","Pressure[1096]","Pressure[1461]","Pressure[1827]","Pressure[2192]","Pressure[2557]","Pressure[2922]","Pressure[3288]","Pressure[3653]","Pressure[4018]","Pressure[4383]","Pressure[4749]","Pressure[5114]","Pressure[5479]","Pressure[5844]","Pressure[6100.842]","CO2Gas[0]","CO2Gas[366]","CO2Gas[731]","CO2Gas[1096]","CO2Gas[1461]","CO2Gas[1827]","CO2Gas[2192]","CO2Gas[2557]","CO2Gas[2922]","CO2Gas[3288]","CO2Gas[3653]","CO2Gas[4018]","CO2Gas[4383]","CO2Gas[4749]","CO2Gas[5114]","CO2Gas[5479]","CO2Gas[5844]","CO2Gas[6100.842]","CO2Oil[0]","CO2Oil[366]","CO2Oil[731]","CO2Oil[1096]","CO2Oil[1461]","CO2Oil[1827]","CO2Oil[2192]","CO2Oil[2557]","CO2Oil[2922]","CO2Oil[3288]","CO2Oil[3653]","CO2Oil[4018]","CO2Oil[4383]","CO2Oil[4749]","CO2Oil[5114]","CO2Oil[5479]","CO2Oil[5844]","CO2Oil[6100.842]","CO2Water[0]","CO2Water[366]","CO2Water[731]","CO2Water[1096]","CO2Water[1461]","CO2Water[1827]","CO2Water[2192]","CO2Water[2557]","CO2Water[2922]","CO2Water[3288]","CO2Water[3653]","CO2Water[4018]","CO2Water[4383]","CO2Water[4749]","CO2Water[5114]","CO2Water[5479]","CO2Water[5844]","CO2Water[6100.842]","Cell Type"
1,0.0235,0.0075,0.0075,0.00075,16450,15814,15388,15124,15034,14940,14915,14877,14895,14880,14902,14884,14904,14900,14955,14996,14991,14981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0895,0.0043,0.0043,0.00043,16450,15785,15166,14815,14667,14553,14502,14459,14467,14454,14471,14459,14471,14470,14532,14590,14582,14577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0842,0.02,0.02,0.002,16450,15409,14876,14509,14409,14265,14246,14183,14222,14189,14231,14193,14236,14235,14310,14355,14360,14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0537,0.0029,0.0029,0.00029,16450,15095,14612,14235,14175,14014,14022,13945,14010,13962,14025,13968,14035,14035,14120,14157,14173,14133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0403,0.0078,0.0078,0.00078,16450,13731,13657,13250,13438,13164,13340,13154,13376,13211,13406,13209,13427,13414,13544,13480,13604,13429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0312,0.02,0.02,0.002,16450,14746,14276,13855,13819,13627,13655,13558,13647,13582,13666,13590,13681,13705,13782,13806,13841,13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0321,0.0073,0.0073,0.00073,16450,14673,14158,13723,13667,13475,13489,13394,13473,13412,13489,13417,13501,13561,13610,13639,13673,13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0493,0.0046,0.0046,0.00046,16450,14683,14103,13649,13563,13371,13368,13276,13342,13286,13355,13291,13364,13441,13477,13508,13539,13502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0601,0.02,0.02,0.002,16450,14811,14166,13690,13570,13379,13360,13272,13324,13274,13333,13278,13340,13403,13446,13475,13505,13475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0679,0.0048,0.0048,0.00048,16450,14968,14166,13609,13388,13185,13110,13032,13038,13008,13032,13005,13026,13097,13142,13170,13185,13183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.041,0.0084,0.0084,0.00084,16450,15780,14716,13953,13516,13254,13096,13004,12958,12931,12917,12905,12892,12922,12947,12963,12970,12980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0526,0.02,0.02,0.002,16450,15958,14818,13999,13513,13235,13061,12961,12905,12875,12853,12838,12820,12858,12847,12859,12864,12873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0919,0.0107,0.0107,0.00107,16450,16070,14898,14052,13544,13259,13080,12977,12916,12884,12859,12843,12822,12849,12836,12846,12849,12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0907,0.0056,0.0056,0.00056,16450,16314,15067,14140,13579,13273,13083,12974,12908,12872,12841,12822,12799,12789,12782,12778,12774,12775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.02,0.02,0.02,0.002,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0629,0.0248,0.0248,0.00248,16450,15779,14357,13360,12842,12595,12454,12373,12335,12308,12282,12262,12246,12223,12200,12176,12151,12134,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.102,0.0177,0.0177,0.00177,16450,15397,14035,13126,12666,12453,12326,12257,12224,12191,12161,12133,12102,12071,12046,12022,11995,11978,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0282,0.02,0.02,0.002,16450,14921,13643,12870,12498,12325,12227,12154,12110,12074,12039,12004,11963,11925,11903,11877,11851,11835,0,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1165,0.0035,0.0035,0.00035,16450,12922,12280,11982,11863,11760,11672,11600,11542,11522,11484,11405,11322,11291,11312,11284,11287,11284,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0853,0.0032,0.0032,0.00032,16450,13220,12412,12179,12019,11916,11815,11736,11665,11625,11581,11535,11459,11408,11401,11383,11368,11370,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0748,0.02,0.02,0.002,16450,13210,12390,12183,12023,11909,11808,11725,11658,11605,11567,11530,11475,11424,11399,11391,11390,11395,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1132,0.2461,0.2461,0.02461,16450,13045,12324,12013,11888,11781,11691,11618,11563,11522,11495,11447,11389,11345,11356,11344,11379,11367,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0992,0.6968,0.6968,0.06968,16450,13152,12401,12080,11953,11847,11755,11688,11630,11595,11565,11522,11468,11425,11433,11424,11461,11444,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1039,0.7399,0.7399,0.07399,16450,13197,12440,12113,11987,11880,11789,11724,11666,11633,11602,11560,11507,11465,11473,11465,11502,11483,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0599,1.626,1.626,0.1626,16450,13254,12497,12167,12043,11935,11844,11780,11722,11691,11659,11618,11566,11524,11532,11525,11562,11542,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0896,0.3377,0.3377,0.03377,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.101,1.0923,1.0923,0.10923,16450,16018,16011,15967,15986,15953,15972,15950,15974,15953,15972,15945,15970,15950,15976,15967,15981,15954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0798,0.6755,0.6755,0.06755,16450,15941,15942,15894,15918,15880,15903,15878,15906,15881,15904,15872,15901,15878,15908,15897,15913,15883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0753,0.089,0.089,0.0089,16450,15912,15919,15865,15895,15853,15880,15851,15884,15855,15882,15846,15879,15853,15888,15876,15894,15859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0539,0.0804,0.0804,0.00804,16450,16005,15975,15901,15920,15872,15894,15863,15895,15868,15893,15857,15889,15863,15901,15896,15910,15877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.08,0.0383,0.0383,0.00383,16450,16206,16065,15952,15931,15881,15880,15853,15869,15851,15865,15841,15860,15843,15877,15888,15890,15871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0639,0.0417,0.0417,0.00417,16450,16236,15967,15802,15746,15685,15667,15640,15649,15636,15647,15631,15643,15638,15672,15699,15694,15685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0637,0.0363,0.0363,0.00363,16450,16080,15797,15619,15561,15495,15478,15449,15461,15446,15460,15443,15458,15454,15491,15519,15515,15505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0461,0.0229,0.0229,0.00229,16450,15808,15483,15254,15192,15096,15084,15039,15063,15037,15064,15036,15067,15066,15116,15146,15151,15134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0422,0.0252,0.0252,0.00252,16450,15510,15132,14852,14799,14682,14679,14622,14662,14625,14664,14620,14662,14655,14716,14744,14745,14713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0559,0.015,0.015,0.0015,16450,15204,14806,14483,14447,14303,14316,14243,14305,14255,14312,14250,14313,14311,14383,14409,14421,14375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0783,0.0304,0.0304,0.00304,16450,14993,14613,14270,14252,14092,14120,14038,14116,14056,14129,14055,14135,14142,14215,14235,14262,14205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.02,0.0557,0.0557,0.00557,16450,14628,14304,13943,13966,13783,13840,13741,13848,13772,13867,13773,13880,13895,13972,13979,14025,13948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0696,0.0284,0.0284,0.00284,16450,14408,14108,13723,13772,13567,13642,13529,13658,13566,13681,13568,13697,13724,13802,13798,13861,13768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.02,0.0762,0.0762,0.00762,16450,13741,13631,13236,13397,13142,13293,13128,13327,13180,13356,13177,13376,13428,13502,13449,13569,13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.067,0.0243,0.0243,0.00243,16450,13454,13348,12962,13112,12865,12996,12845,13025,12893,13053,12886,13072,13227,13219,13179,13300,13160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.02,0.0478,0.0478,0.00478,16450,13242,13130,12760,12903,12667,12785,12640,12809,12683,12834,12672,12852,13070,13011,12975,13099,12969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0416,0.0182,0.0182,0.00182,16450,12992,12854,12514,12642,12430,12528,12398,12548,12436,12571,12420,12585,12883,12754,12729,12851,12738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0424,0.0094,0.0094,0.00094,16450,13400,13121,12748,12822,12619,12685,12566,12692,12598,12711,12585,12720,13102,12887,12883,12974,12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0669,0.0149,0.0149,0.00149,16450,13976,13464,12984,12905,12693,12674,12573,12636,12567,12633,12532,12618,13181,12771,12788,12877,12830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0936,0.0377,0.0377,0.00377,16450,14384,13761,13216,13018,12803,12728,12634,12652,12602,12633,12556,12603,13102,12759,12828,12899,12895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0745,0.0427,0.0427,0.00427,16450,12986,12625,12273,12254,12103,12069,11983,12015,11971,12008,11873,11940,12679,12324,12613,12742,12799,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,0.036,0.035,0.034,0.034,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,12
1,0.0412,0.0825,0.0825,0.00825,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.02,0.0555,0.0555,0.00555,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0273,0.2526,0.2526,0.02526,16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0944,0.0228,0.0228,0.00228,16450,13941,13056,12508,12266,12187,12078,11990,11921,11879,11838,11795,11724,11687,11694,11661,11637,11625,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1397,0.0586,0.0586,0.00586,16450,14006,13046,12494,12258,12176,12071,11986,11915,11871,11829,11793,11731,11681,11679,11655,11627,11615,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1088,0.0056,0.0056,0.00056,16450,13504,12610,12251,12161,12067,11971,11885,11806,11746,11696,11651,11591,11536,11509,11485,11465,11456,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1011,0.0459,0.0459,0.00459,16450,12971,12329,12016,11906,11796,11711,11630,11580,11540,11513,11439,11364,11338,11356,11329,11355,11343,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.1122,0.497,0.497,0.0497,16450,13026,12335,12017,11901,11789,11702,11623,11571,11528,11501,11441,11376,11337,11353,11336,11368,11356,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0812,0.5142,0.5142,0.05142,16450,13130,12403,12082,11960,11852,11761,11688,11633,11593,11564,11514,11455,11414,11425,11412,11446,11433,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0895,0.3998,0.3998,0.03998,16450,13181,12435,12111,11986,11879,11787,11718,11661,11624,11594,11549,11492,11450,11459,11448,11484,11468,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0.0326,0.8746,0.8746,0.08746,16450,13249,12497,12172,12045,11938,11846,11778,11718,11682,11648,11604,11550,11508,11516,11507,11543,11526,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
